OBJECTID,name,tile,nd_value,resolution,creationdate,fileurl,spec_type,qual,reg_src,num_gcps,meanresz,active,qc,release_version,num_components,Shape__Area,Shape__Length,x,y
5959,19_15_1_2_2m_v3.0,19_15,-9999,2,"July 23, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/19_15/19_15_1_2_2m_v3.0.tar.gz,DEM,0.24748576,ICESat,966,-0.001,1,2,7,18,2500000000,200000,,
5958,19_15_2_1_2m_v3.0,19_15,-9999,2,"July 23, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/19_15/19_15_2_1_2m_v3.0.tar.gz,DEM,0.01618723,ICESat,966,-0.001,1,2,7,18,2500000000,200000,,
5957,19_15_2_2_2m_v3.0,19_15,-9999,2,"July 23, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/19_15/19_15_2_2_2m_v3.0.tar.gz,DEM,0.90678298,ICESat,966,-0.001,1,2,7,18,2500000000,200000,,
6721,19_16_1_2_2m_v3.0,19_16,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/19_16/19_16_1_2_2m_v3.0.tar.gz,DEM,0.43697452,ICESat,782,-0.001,1,2,7,12,2500000000,200000,,
6720,19_16_2_2_2m_v3.0,19_16,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/19_16/19_16_2_2_2m_v3.0.tar.gz,DEM,0.17325868,ICESat,782,-0.001,1,2,7,12,2500000000,200000,,
765,20_14_1_2_2m_v3.0,20_14,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_14/20_14_1_2_2m_v3.0.tar.gz,DEM,0.01199556,ICESat,894,-0.001,1,2,7,21,2500000000,200000,,
763,20_14_2_1_2m_v3.0,20_14,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_14/20_14_2_1_2m_v3.0.tar.gz,DEM,0.09844731,ICESat,894,-0.001,1,2,7,21,2500000000,200000,,
764,20_14_2_2_2m_v3.0,20_14,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_14/20_14_2_2_2m_v3.0.tar.gz,DEM,0.77035927,ICESat,894,-0.001,1,2,7,21,2500000000,200000,,
3743,20_15_1_1_2m_v3.0,20_15,-9999,2,"July 23, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_15/20_15_1_1_2m_v3.0.tar.gz,DEM,0.90057808,ICESat,993,0,1,2,7,34,2500000000,200000,,
3744,20_15_1_2_2m_v3.0,20_15,-9999,2,"July 23, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_15/20_15_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,993,0,1,2,7,34,2500000000,200000,,
3742,20_15_2_1_2m_v3.0,20_15,-9999,2,"July 23, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_15/20_15_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,993,0,1,2,7,34,2500000000,200000,,
3745,20_15_2_2_2m_v3.0,20_15,-9999,2,"July 23, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_15/20_15_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,993,0,1,2,7,34,2500000000,200000,,
2160,20_16_1_1_2m_v3.0,20_16,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_16/20_16_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,910,0,1,2,7,32,2500000000,200000,,
2163,20_16_1_2_2m_v3.0,20_16,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_16/20_16_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,910,0,1,2,7,32,2500000000,200000,,
2162,20_16_2_1_2m_v3.0,20_16,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_16/20_16_2_1_2m_v3.0.tar.gz,DEM,0.99839463,ICESat,910,0,1,2,7,32,2500000000,200000,,
2161,20_16_2_2_2m_v3.0,20_16,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_16/20_16_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,910,0,1,2,7,32,2500000000,200000,,
6354,20_17_1_1_2m_v3.0,20_17,-9999,2,"July 27, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_17/20_17_1_1_2m_v3.0.tar.gz,DEM,0.78164452,ICESat,894,0,1,2,7,33,2500000000,200000,,
6353,20_17_1_2_2m_v3.0,20_17,-9999,2,"July 27, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_17/20_17_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,894,0,1,2,7,33,2500000000,200000,,
6355,20_17_2_1_2m_v3.0,20_17,-9999,2,"July 27, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_17/20_17_2_1_2m_v3.0.tar.gz,DEM,0.7477562,ICESat,894,0,1,2,7,33,2500000000,200000,,
6352,20_17_2_2_2m_v3.0,20_17,-9999,2,"July 27, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_17/20_17_2_2_2m_v3.0.tar.gz,DEM,0.98873233,ICESat,894,0,1,2,7,33,2500000000,200000,,
7700,20_18_1_1_2m_v3.0,20_18,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_18/20_18_1_1_2m_v3.0.tar.gz,DEM,0.75665558,ICESat,961,0.006,1,2,7,25,2500000000,200000,,
7701,20_18_1_2_2m_v3.0,20_18,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_18/20_18_1_2_2m_v3.0.tar.gz,DEM,0.99820565,ICESat,961,0.006,1,2,7,25,2500000000,200000,,
7699,20_18_2_1_2m_v3.0,20_18,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_18/20_18_2_1_2m_v3.0.tar.gz,DEM,0.59957413,ICESat,961,0.006,1,2,7,25,2500000000,200000,,
7698,20_18_2_2_2m_v3.0,20_18,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_18/20_18_2_2_2m_v3.0.tar.gz,DEM,0.9947692,ICESat,961,0.006,1,2,7,25,2500000000,200000,,
2766,20_19_1_1_2m_v3.0,20_19,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_19/20_19_1_1_2m_v3.0.tar.gz,DEM,0.58826631,ICESat,986,0,1,2,7,31,2500000000,200000,,
2769,20_19_1_2_2m_v3.0,20_19,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_19/20_19_1_2_2m_v3.0.tar.gz,DEM,0.99790128,ICESat,986,0,1,2,7,31,2500000000,200000,,
2768,20_19_2_1_2m_v3.0,20_19,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_19/20_19_2_1_2m_v3.0.tar.gz,DEM,0.65282725,ICESat,986,0,1,2,7,31,2500000000,200000,,
2767,20_19_2_2_2m_v3.0,20_19,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_19/20_19_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,986,0,1,2,7,31,2500000000,200000,,
2941,20_20_1_1_2m_v3.0,20_20,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_20/20_20_1_1_2m_v3.0.tar.gz,DEM,0.08734484,ICESat,827,0.003,1,2,7,25,2500000000,200000,,
2943,20_20_1_2_2m_v3.0,20_20,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_20/20_20_1_2_2m_v3.0.tar.gz,DEM,0.99605928,ICESat,827,0.003,1,2,7,25,2500000000,200000,,
2944,20_20_2_1_2m_v3.0,20_20,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_20/20_20_2_1_2m_v3.0.tar.gz,DEM,0.1033968,ICESat,827,0.003,1,2,7,25,2500000000,200000,,
2942,20_20_2_2_2m_v3.0,20_20,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/20_20/20_20_2_2_2m_v3.0.tar.gz,DEM,0.98912558,ICESat,827,0.003,1,2,7,25,2500000000,200000,,
4680,21_13_1_2_2m_v3.0,21_13,-9999,2,"July 16, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_13/21_13_1_2_2m_v3.0.tar.gz,DEM,0.00967178,ICESat,523,-0.005,1,2,7,13,2500000000,200000,,
4679,21_13_2_2_2m_v3.0,21_13,-9999,2,"July 16, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_13/21_13_2_2_2m_v3.0.tar.gz,DEM,0.47406508,ICESat,523,-0.005,1,2,7,13,2500000000,200000,,
2551,21_14_1_1_2m_v3.0,21_14,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_14/21_14_1_1_2m_v3.0.tar.gz,DEM,0.5388211,ICESat,970,0.003,1,2,7,23,2500000000,200000,,
2552,21_14_1_2_2m_v3.0,21_14,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_14/21_14_1_2_2m_v3.0.tar.gz,DEM,0.90862842,ICESat,970,0.003,1,2,7,23,2500000000,200000,,
2550,21_14_2_1_2m_v3.0,21_14,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_14/21_14_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,970,0.003,1,2,7,23,2500000000,200000,,
2549,21_14_2_2_2m_v3.0,21_14,-9999,2,"May 24, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_14/21_14_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,970,0.003,1,2,7,23,2500000000,200000,,
8396,21_15_1_1_2m_v3.0,21_15,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_15/21_15_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,947,0,1,2,7,40,2500000000,200000,,
8395,21_15_1_2_2m_v3.0,21_15,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_15/21_15_1_2_2m_v3.0.tar.gz,DEM,0.99986828,ICESat,947,0,1,2,7,40,2500000000,200000,,
8398,21_15_2_1_2m_v3.0,21_15,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_15/21_15_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,947,0,1,2,7,40,2500000000,200000,,
8397,21_15_2_2_2m_v3.0,21_15,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_15/21_15_2_2_2m_v3.0.tar.gz,DEM,0.99994947,ICESat,947,0,1,2,7,40,2500000000,200000,,
2866,21_16_1_1_2m_v3.0,21_16,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_16/21_16_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,919,0,1,2,7,36,2500000000,200000,,
2863,21_16_1_2_2m_v3.0,21_16,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_16/21_16_1_2_2m_v3.0.tar.gz,DEM,0.99737287,ICESat,919,0,1,2,7,36,2500000000,200000,,
2865,21_16_2_1_2m_v3.0,21_16,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_16/21_16_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,919,0,1,2,7,36,2500000000,200000,,
2864,21_16_2_2_2m_v3.0,21_16,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_16/21_16_2_2_2m_v3.0.tar.gz,DEM,0.98073889,ICESat,919,0,1,2,7,36,2500000000,200000,,
830,21_17_1_1_2m_v3.0,21_17,-9999,2,"August 2, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_17/21_17_1_1_2m_v3.0.tar.gz,DEM,0.99991731,ICESat,906,0.006,1,2,7,30,2500000000,200000,,
828,21_17_1_2_2m_v3.0,21_17,-9999,2,"August 2, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_17/21_17_1_2_2m_v3.0.tar.gz,DEM,0.98626527,ICESat,906,0.006,1,2,7,30,2500000000,200000,,
831,21_17_2_1_2m_v3.0,21_17,-9999,2,"August 2, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_17/21_17_2_1_2m_v3.0.tar.gz,DEM,0.99557528,ICESat,906,0.006,1,2,7,30,2500000000,200000,,
829,21_17_2_2_2m_v3.0,21_17,-9999,2,"August 2, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_17/21_17_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,906,0.006,1,2,7,30,2500000000,200000,,
8317,21_18_1_1_2m_v3.0,21_18,-9999,2,"August 11, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_18/21_18_1_1_2m_v3.0.tar.gz,DEM,0.96526832,ICESat,865,0,1,2,7,50,2500000000,200000,,
8315,21_18_1_2_2m_v3.0,21_18,-9999,2,"August 11, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_18/21_18_1_2_2m_v3.0.tar.gz,DEM,0.99920871,ICESat,865,0,1,2,7,50,2500000000,200000,,
8316,21_18_2_1_2m_v3.0,21_18,-9999,2,"August 11, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_18/21_18_2_1_2m_v3.0.tar.gz,DEM,0.99312821,ICESat,865,0,1,2,7,50,2500000000,200000,,
8314,21_18_2_2_2m_v3.0,21_18,-9999,2,"August 11, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_18/21_18_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,865,0,1,2,7,50,2500000000,200000,,
7551,21_19_1_1_2m_v3.0,21_19,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_19/21_19_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,959,-0.002,1,2,7,33,2500000000,200000,,
7554,21_19_1_2_2m_v3.0,21_19,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_19/21_19_1_2_2m_v3.0.tar.gz,DEM,0.99923073,ICESat,959,-0.002,1,2,7,33,2500000000,200000,,
7553,21_19_2_1_2m_v3.0,21_19,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_19/21_19_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,959,-0.002,1,2,7,33,2500000000,200000,,
7552,21_19_2_2_2m_v3.0,21_19,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_19/21_19_2_2_2m_v3.0.tar.gz,DEM,0.9972038,ICESat,959,-0.002,1,2,7,33,2500000000,200000,,
9020,21_20_1_1_2m_v3.0,21_20,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_20/21_20_1_1_2m_v3.0.tar.gz,DEM,0.99997329,ICESat,800,0.005,1,2,7,31,2500000000,200000,,
9022,21_20_1_2_2m_v3.0,21_20,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_20/21_20_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,800,0.005,1,2,7,31,2500000000,200000,,
9021,21_20_2_1_2m_v3.0,21_20,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_20/21_20_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,800,0.005,1,2,7,31,2500000000,200000,,
9023,21_20_2_2_2m_v3.0,21_20,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/21_20/21_20_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,800,0.005,1,2,7,31,2500000000,200000,,
3826,22_13_1_1_2m_v3.0,22_13,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_13/22_13_1_1_2m_v3.0.tar.gz,DEM,0.05312695,ICESat,840,0,1,2,7,25,2500000000,200000,,
3824,22_13_1_2_2m_v3.0,22_13,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_13/22_13_1_2_2m_v3.0.tar.gz,DEM,0.62088583,ICESat,840,0,1,2,7,25,2500000000,200000,,
3827,22_13_2_1_2m_v3.0,22_13,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_13/22_13_2_1_2m_v3.0.tar.gz,DEM,0.875364,ICESat,840,0,1,2,7,25,2500000000,200000,,
3825,22_13_2_2_2m_v3.0,22_13,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_13/22_13_2_2_2m_v3.0.tar.gz,DEM,0.99534394,ICESat,840,0,1,2,7,25,2500000000,200000,,
2716,22_14_1_1_2m_v3.0,22_14,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_14/22_14_1_1_2m_v3.0.tar.gz,DEM,0.91794331,ICESat,978,-0.001,1,2,7,34,2500000000,200000,,
2715,22_14_1_2_2m_v3.0,22_14,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_14/22_14_1_2_2m_v3.0.tar.gz,DEM,0.99979528,ICESat,978,-0.001,1,2,7,34,2500000000,200000,,
2717,22_14_2_1_2m_v3.0,22_14,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_14/22_14_2_1_2m_v3.0.tar.gz,DEM,0.97621857,ICESat,978,-0.001,1,2,7,34,2500000000,200000,,
2718,22_14_2_2_2m_v3.0,22_14,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_14/22_14_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,978,-0.001,1,2,7,34,2500000000,200000,,
417,22_15_1_1_2m_v3.0,22_15,-9999,2,"August 8, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_15/22_15_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,917,-0.009,1,2,7,31,2500000000,200000,,
416,22_15_1_2_2m_v3.0,22_15,-9999,2,"August 8, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_15/22_15_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,917,-0.009,1,2,7,31,2500000000,200000,,
419,22_15_2_1_2m_v3.0,22_15,-9999,2,"August 8, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_15/22_15_2_1_2m_v3.0.tar.gz,DEM,0.99995006,ICESat,917,-0.009,1,2,7,31,2500000000,200000,,
418,22_15_2_2_2m_v3.0,22_15,-9999,2,"August 8, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_15/22_15_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,917,-0.009,1,2,7,31,2500000000,200000,,
388,22_16_1_1_2m_v3.0,22_16,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_16/22_16_1_1_2m_v3.0.tar.gz,DEM,0.99915783,ICESat,894,0.001,1,2,7,40,2500000000,200000,,
386,22_16_1_2_2m_v3.0,22_16,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_16/22_16_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,894,0.001,1,2,7,40,2500000000,200000,,
387,22_16_2_1_2m_v3.0,22_16,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_16/22_16_2_1_2m_v3.0.tar.gz,DEM,0.99440083,ICESat,894,0.001,1,2,7,40,2500000000,200000,,
389,22_16_2_2_2m_v3.0,22_16,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_16/22_16_2_2_2m_v3.0.tar.gz,DEM,0.97624453,ICESat,894,0.001,1,2,7,40,2500000000,200000,,
747,22_17_1_1_2m_v3.0,22_17,-9999,2,"July 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_17/22_17_1_1_2m_v3.0.tar.gz,DEM,0.99559045,ICESat,856,0.001,1,2,7,45,2500000000,200000,,
750,22_17_1_2_2m_v3.0,22_17,-9999,2,"July 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_17/22_17_1_2_2m_v3.0.tar.gz,DEM,0.99171655,ICESat,856,0.001,1,2,7,45,2500000000,200000,,
748,22_17_2_1_2m_v3.0,22_17,-9999,2,"July 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_17/22_17_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,856,0.001,1,2,7,45,2500000000,200000,,
749,22_17_2_2_2m_v3.0,22_17,-9999,2,"July 26, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_17/22_17_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,856,0.001,1,2,7,45,2500000000,200000,,
5363,22_18_1_1_2m_v3.0,22_18,-9999,2,"August 2, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_18/22_18_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,742,-0.002,1,2,7,29,2500000000,200000,,
5362,22_18_1_2_2m_v3.0,22_18,-9999,2,"August 2, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_18/22_18_1_2_2m_v3.0.tar.gz,DEM,0.9999605,ICESat,742,-0.002,1,2,7,29,2500000000,200000,,
5364,22_18_2_1_2m_v3.0,22_18,-9999,2,"August 2, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_18/22_18_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,742,-0.002,1,2,7,29,2500000000,200000,,
