OBJECTID,name,tile,nd_value,resolution,creationdate,fileurl,spec_type,qual,reg_src,num_gcps,meanresz,active,qc,release_version,num_components,Shape__Area,Shape__Length,x,y
5365,22_18_2_2_2m_v3.0,22_18,-9999,2,"August 2, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_18/22_18_2_2_2m_v3.0.tar.gz,DEM,0.99988382,ICESat,742,-0.002,1,2,7,29,2500000000,200000,,
4895,22_19_1_1_2m_v3.0,22_19,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_19/22_19_1_1_2m_v3.0.tar.gz,DEM,0.98607409,ICESat,896,0,1,2,7,39,2500000000,200000,,
4893,22_19_1_2_2m_v3.0,22_19,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_19/22_19_1_2_2m_v3.0.tar.gz,DEM,0.98439328,ICESat,896,0,1,2,7,39,2500000000,200000,,
4892,22_19_2_1_2m_v3.0,22_19,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_19/22_19_2_1_2m_v3.0.tar.gz,DEM,0.99997715,ICESat,896,0,1,2,7,39,2500000000,200000,,
4894,22_19_2_2_2m_v3.0,22_19,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_19/22_19_2_2_2m_v3.0.tar.gz,DEM,0.97371064,ICESat,896,0,1,2,7,39,2500000000,200000,,
4609,22_20_1_1_2m_v3.0,22_20,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_20/22_20_1_1_2m_v3.0.tar.gz,DEM,0.99999472,ICESat,878,-0.001,1,2,7,36,2500000000,200000,,
4610,22_20_1_2_2m_v3.0,22_20,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_20/22_20_1_2_2m_v3.0.tar.gz,DEM,0.9997551,ICESat,878,-0.001,1,2,7,36,2500000000,200000,,
4607,22_20_2_1_2m_v3.0,22_20,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_20/22_20_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,878,-0.001,1,2,7,36,2500000000,200000,,
4608,22_20_2_2_2m_v3.0,22_20,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_20/22_20_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,878,-0.001,1,2,7,36,2500000000,200000,,
5246,22_21_1_1_2m_v3.0,22_21,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_21/22_21_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,816,-0.004,1,2,7,31,2500000000,200000,,
5245,22_21_1_2_2m_v3.0,22_21,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/22_21/22_21_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,816,-0.004,1,2,7,31,2500000000,200000,,
3395,23_12_1_2_2m_v3.0,23_12,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_12/23_12_1_2_2m_v3.0.tar.gz,DEM,0.01904924,ICESat,889,-0.002,1,2,7,17,2500000000,200000,,
3393,23_12_2_1_2m_v3.0,23_12,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_12/23_12_2_1_2m_v3.0.tar.gz,DEM,0.24974468,ICESat,889,-0.002,1,2,7,17,2500000000,200000,,
3394,23_12_2_2_2m_v3.0,23_12,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_12/23_12_2_2_2m_v3.0.tar.gz,DEM,0.83524722,ICESat,889,-0.002,1,2,7,17,2500000000,200000,,
9137,23_13_1_1_2m_v3.0,23_13,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_13/23_13_1_1_2m_v3.0.tar.gz,DEM,0.99573634,ICESat,969,0,1,2,7,30,2500000000,200000,,
9134,23_13_1_2_2m_v3.0,23_13,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_13/23_13_1_2_2m_v3.0.tar.gz,DEM,0.99999981,ICESat,969,0,1,2,7,30,2500000000,200000,,
9135,23_13_2_1_2m_v3.0,23_13,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_13/23_13_2_1_2m_v3.0.tar.gz,DEM,0.99527371,ICESat,969,0,1,2,7,30,2500000000,200000,,
9136,23_13_2_2_2m_v3.0,23_13,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_13/23_13_2_2_2m_v3.0.tar.gz,DEM,0.98855626,ICESat,969,0,1,2,7,30,2500000000,200000,,
7772,23_14_1_1_2m_v3.0,23_14,-9999,2,"July 6, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_14/23_14_1_1_2m_v3.0.tar.gz,DEM,0.99731487,ICESat,949,0.002,1,2,7,34,2500000000,200000,,
7770,23_14_1_2_2m_v3.0,23_14,-9999,2,"July 6, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_14/23_14_1_2_2m_v3.0.tar.gz,DEM,0.98540835,ICESat,949,0.002,1,2,7,34,2500000000,200000,,
7769,23_14_2_1_2m_v3.0,23_14,-9999,2,"July 6, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_14/23_14_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,949,0.002,1,2,7,34,2500000000,200000,,
7771,23_14_2_2_2m_v3.0,23_14,-9999,2,"July 6, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_14/23_14_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,949,0.002,1,2,7,34,2500000000,200000,,
1754,23_15_1_1_2m_v3.0,23_15,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_15/23_15_1_1_2m_v3.0.tar.gz,DEM,0.9836492,ICESat,980,0,1,2,7,34,2500000000,200000,,
1753,23_15_1_2_2m_v3.0,23_15,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_15/23_15_1_2_2m_v3.0.tar.gz,DEM,0.98903797,ICESat,980,0,1,2,7,34,2500000000,200000,,
1755,23_15_2_1_2m_v3.0,23_15,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_15/23_15_2_1_2m_v3.0.tar.gz,DEM,0.95826392,ICESat,980,0,1,2,7,34,2500000000,200000,,
1756,23_15_2_2_2m_v3.0,23_15,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_15/23_15_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,980,0,1,2,7,34,2500000000,200000,,
8075,23_16_1_1_2m_v3.0,23_16,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_16/23_16_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,967,0,1,2,7,27,2500000000,200000,,
8076,23_16_1_2_2m_v3.0,23_16,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_16/23_16_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,967,0,1,2,7,27,2500000000,200000,,
8074,23_16_2_1_2m_v3.0,23_16,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_16/23_16_2_1_2m_v3.0.tar.gz,DEM,0.99997482,ICESat,967,0,1,2,7,27,2500000000,200000,,
8073,23_16_2_2_2m_v3.0,23_16,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_16/23_16_2_2_2m_v3.0.tar.gz,DEM,0.99790575,ICESat,967,0,1,2,7,27,2500000000,200000,,
2481,23_17_1_1_2m_v3.0,23_17,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_17/23_17_1_1_2m_v3.0.tar.gz,DEM,0.99485644,ICESat,902,0.002,1,2,7,29,2500000000,200000,,
2482,23_17_1_2_2m_v3.0,23_17,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_17/23_17_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,902,0.002,1,2,7,29,2500000000,200000,,
2480,23_17_2_1_2m_v3.0,23_17,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_17/23_17_2_1_2m_v3.0.tar.gz,DEM,0.99997694,ICESat,902,0.002,1,2,7,29,2500000000,200000,,
2483,23_17_2_2_2m_v3.0,23_17,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_17/23_17_2_2_2m_v3.0.tar.gz,DEM,0.99990101,ICESat,902,0.002,1,2,7,29,2500000000,200000,,
3795,23_18_1_1_2m_v3.0,23_18,-9999,2,"August 10, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_18/23_18_1_1_2m_v3.0.tar.gz,DEM,0.99554003,ICESat,935,0.002,1,2,7,51,2500000000,200000,,
3793,23_18_1_2_2m_v3.0,23_18,-9999,2,"August 10, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_18/23_18_1_2_2m_v3.0.tar.gz,DEM,0.99999775,ICESat,935,0.002,1,2,7,51,2500000000,200000,,
3792,23_18_2_1_2m_v3.0,23_18,-9999,2,"August 10, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_18/23_18_2_1_2m_v3.0.tar.gz,DEM,0.8637404,ICESat,935,0.002,1,2,7,51,2500000000,200000,,
3794,23_18_2_2_2m_v3.0,23_18,-9999,2,"August 10, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_18/23_18_2_2_2m_v3.0.tar.gz,DEM,0.84955207,ICESat,935,0.002,1,2,7,51,2500000000,200000,,
9163,23_19_1_1_2m_v3.0,23_19,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_19/23_19_1_1_2m_v3.0.tar.gz,DEM,0.99983593,ICESat,965,0.001,1,2,7,48,2500000000,200000,,
9161,23_19_1_2_2m_v3.0,23_19,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_19/23_19_1_2_2m_v3.0.tar.gz,DEM,0.97075192,ICESat,965,0.001,1,2,7,48,2500000000,200000,,
9162,23_19_2_1_2m_v3.0,23_19,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_19/23_19_2_1_2m_v3.0.tar.gz,DEM,0.98564165,ICESat,965,0.001,1,2,7,48,2500000000,200000,,
9164,23_19_2_2_2m_v3.0,23_19,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_19/23_19_2_2_2m_v3.0.tar.gz,DEM,0.93760747,ICESat,965,0.001,1,2,7,48,2500000000,200000,,
5486,23_20_1_1_2m_v3.0,23_20,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_20/23_20_1_1_2m_v3.0.tar.gz,DEM,0.99643985,ICESat,930,0,1,2,7,38,2500000000,200000,,
5488,23_20_1_2_2m_v3.0,23_20,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_20/23_20_1_2_2m_v3.0.tar.gz,DEM,0.99429886,ICESat,930,0,1,2,7,38,2500000000,200000,,
5489,23_20_2_1_2m_v3.0,23_20,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_20/23_20_2_1_2m_v3.0.tar.gz,DEM,0.99392848,ICESat,930,0,1,2,7,38,2500000000,200000,,
5487,23_20_2_2_2m_v3.0,23_20,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_20/23_20_2_2_2m_v3.0.tar.gz,DEM,0.97562892,ICESat,930,0,1,2,7,38,2500000000,200000,,
3251,23_21_1_1_2m_v3.0,23_21,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_21/23_21_1_1_2m_v3.0.tar.gz,DEM,0.99658691,ICESat,929,0.006,1,2,7,43,2500000000,200000,,
3249,23_21_1_2_2m_v3.0,23_21,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/23_21/23_21_1_2_2m_v3.0.tar.gz,DEM,0.98787611,ICESat,929,0.006,1,2,7,43,2500000000,200000,,
6703,24_11_2_2_2m_v3.0,24_11,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_11/24_11_2_2_2m_v3.0.tar.gz,DEM,0.09716345,ICESat,45,0.001,1,2,7,6,2500000000,200000,,
4125,24_12_1_1_2m_v3.0,24_12,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_12/24_12_1_1_2m_v3.0.tar.gz,DEM,0.46790517,ICESat,833,0.004,1,2,7,21,2500000000,200000,,
4124,24_12_1_2_2m_v3.0,24_12,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_12/24_12_1_2_2m_v3.0.tar.gz,DEM,0.94061677,ICESat,833,0.004,1,2,7,21,2500000000,200000,,
4123,24_12_2_1_2m_v3.0,24_12,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_12/24_12_2_1_2m_v3.0.tar.gz,DEM,0.99014446,ICESat,833,0.004,1,2,7,21,2500000000,200000,,
4126,24_12_2_2_2m_v3.0,24_12,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_12/24_12_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,833,0.004,1,2,7,21,2500000000,200000,,
3844,24_13_1_1_2m_v3.0,24_13,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_13/24_13_1_1_2m_v3.0.tar.gz,DEM,0.96968567,ICESat,745,0.003,1,2,7,38,2500000000,200000,,
3847,24_13_1_2_2m_v3.0,24_13,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_13/24_13_1_2_2m_v3.0.tar.gz,DEM,0.99867522,ICESat,745,0.003,1,2,7,38,2500000000,200000,,
3846,24_13_2_1_2m_v3.0,24_13,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_13/24_13_2_1_2m_v3.0.tar.gz,DEM,0.99739504,ICESat,745,0.003,1,2,7,38,2500000000,200000,,
3845,24_13_2_2_2m_v3.0,24_13,-9999,2,"May 25, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_13/24_13_2_2_2m_v3.0.tar.gz,DEM,0.99972584,ICESat,745,0.003,1,2,7,38,2500000000,200000,,
5693,24_14_1_1_2m_v3.0,24_14,-9999,2,"July 27, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_14/24_14_1_1_2m_v3.0.tar.gz,DEM,0.93629404,ICESat,893,-0.01,1,2,7,41,2500000000,200000,,
5692,24_14_1_2_2m_v3.0,24_14,-9999,2,"July 27, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_14/24_14_1_2_2m_v3.0.tar.gz,DEM,1,ICESat,893,-0.01,1,2,7,41,2500000000,200000,,
5690,24_14_2_1_2m_v3.0,24_14,-9999,2,"July 27, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_14/24_14_2_1_2m_v3.0.tar.gz,DEM,0.96827101,ICESat,893,-0.01,1,2,7,41,2500000000,200000,,
5691,24_14_2_2_2m_v3.0,24_14,-9999,2,"July 27, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_14/24_14_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,893,-0.01,1,2,7,41,2500000000,200000,,
6295,24_15_1_1_2m_v3.0,24_15,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_15/24_15_1_1_2m_v3.0.tar.gz,DEM,0.99956508,ICESat,962,0,1,2,7,38,2500000000,200000,,
6294,24_15_1_2_2m_v3.0,24_15,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_15/24_15_1_2_2m_v3.0.tar.gz,DEM,0.99999767,ICESat,962,0,1,2,7,38,2500000000,200000,,
6292,24_15_2_1_2m_v3.0,24_15,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_15/24_15_2_1_2m_v3.0.tar.gz,DEM,0.99655555,ICESat,962,0,1,2,7,38,2500000000,200000,,
6293,24_15_2_2_2m_v3.0,24_15,-9999,2,"August 3, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_15/24_15_2_2_2m_v3.0.tar.gz,DEM,0.99665629,ICESat,962,0,1,2,7,38,2500000000,200000,,
6812,24_16_1_1_2m_v3.0,24_16,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_16/24_16_1_1_2m_v3.0.tar.gz,DEM,0.99991957,ICESat,999,-0.001,1,2,7,39,2500000000,200000,,
6814,24_16_1_2_2m_v3.0,24_16,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_16/24_16_1_2_2m_v3.0.tar.gz,DEM,0.99218507,ICESat,999,-0.001,1,2,7,39,2500000000,200000,,
6813,24_16_2_1_2m_v3.0,24_16,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_16/24_16_2_1_2m_v3.0.tar.gz,DEM,0.99989151,ICESat,999,-0.001,1,2,7,39,2500000000,200000,,
6811,24_16_2_2_2m_v3.0,24_16,-9999,2,"July 17, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_16/24_16_2_2_2m_v3.0.tar.gz,DEM,0.9964576,ICESat,999,-0.001,1,2,7,39,2500000000,200000,,
6177,24_17_1_1_2m_v3.0,24_17,-9999,2,"August 11, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_17/24_17_1_1_2m_v3.0.tar.gz,DEM,0.9984864,ICESat,929,0,1,2,7,42,2500000000,200000,,
6178,24_17_1_2_2m_v3.0,24_17,-9999,2,"August 11, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_17/24_17_1_2_2m_v3.0.tar.gz,DEM,0.90533005,ICESat,929,0,1,2,7,42,2500000000,200000,,
6176,24_17_2_1_2m_v3.0,24_17,-9999,2,"August 11, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_17/24_17_2_1_2m_v3.0.tar.gz,DEM,0.99969705,ICESat,929,0,1,2,7,42,2500000000,200000,,
6175,24_17_2_2_2m_v3.0,24_17,-9999,2,"August 11, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_17/24_17_2_2_2m_v3.0.tar.gz,DEM,0.83181588,ICESat,929,0,1,2,7,42,2500000000,200000,,
557,24_18_1_1_2m_v3.0,24_18,-9999,2,"July 29, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_18/24_18_1_1_2m_v3.0.tar.gz,DEM,0.9959552,ICESat,988,-0.002,1,2,7,33,2500000000,200000,,
559,24_18_1_2_2m_v3.0,24_18,-9999,2,"July 29, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_18/24_18_1_2_2m_v3.0.tar.gz,DEM,0.998378,ICESat,988,-0.002,1,2,7,33,2500000000,200000,,
558,24_18_2_1_2m_v3.0,24_18,-9999,2,"July 29, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_18/24_18_2_1_2m_v3.0.tar.gz,DEM,0.99890514,ICESat,988,-0.002,1,2,7,33,2500000000,200000,,
556,24_18_2_2_2m_v3.0,24_18,-9999,2,"July 29, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_18/24_18_2_2_2m_v3.0.tar.gz,DEM,0.9949119,ICESat,988,-0.002,1,2,7,33,2500000000,200000,,
4406,24_19_1_1_2m_v3.0,24_19,-9999,2,"July 28, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_19/24_19_1_1_2m_v3.0.tar.gz,DEM,1,ICESat,930,0,1,2,7,33,2500000000,200000,,
4405,24_19_1_2_2m_v3.0,24_19,-9999,2,"July 28, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_19/24_19_1_2_2m_v3.0.tar.gz,DEM,0.97908069,ICESat,930,0,1,2,7,33,2500000000,200000,,
4404,24_19_2_1_2m_v3.0,24_19,-9999,2,"July 28, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_19/24_19_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,930,0,1,2,7,33,2500000000,200000,,
4403,24_19_2_2_2m_v3.0,24_19,-9999,2,"July 28, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_19/24_19_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,930,0,1,2,7,33,2500000000,200000,,
3169,24_20_1_1_2m_v3.0,24_20,-9999,2,"May 21, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_20/24_20_1_1_2m_v3.0.tar.gz,DEM,0.9981872,ICESat,926,0,1,2,7,40,2500000000,200000,,
3171,24_20_1_2_2m_v3.0,24_20,-9999,2,"May 21, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_20/24_20_1_2_2m_v3.0.tar.gz,DEM,0.99955186,ICESat,926,0,1,2,7,40,2500000000,200000,,
3170,24_20_2_1_2m_v3.0,24_20,-9999,2,"May 21, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_20/24_20_2_1_2m_v3.0.tar.gz,DEM,1,ICESat,926,0,1,2,7,40,2500000000,200000,,
3168,24_20_2_2_2m_v3.0,24_20,-9999,2,"May 21, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_20/24_20_2_2_2m_v3.0.tar.gz,DEM,1,ICESat,926,0,1,2,7,40,2500000000,200000,,
8789,24_21_1_1_2m_v3.0,24_21,-9999,2,"July 7, 2018",http://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v3.0/2m/24_21/24_21_1_1_2m_v3.0.tar.gz,DEM,0.99092326,ICESat,943,0,1,2,7,39,2500000000,200000,,
